"text","label","author","category","original_id"
"Either you run the day or the day runs you.","quote","Jim Rohn","","c60bf269"
"Still your waters.","quote","Josh Waitzkin","","bf612293"
"You just can't beat the person who never gives up.","quote","Babe Ruth","","8850a4d3"
"Changing minds is harder than finding people who already agree.","quote","Jack Butcher","","5e999a56"
"Let each man exercise the art he knows.","quote","Aristophanes","","c70bb042"
"To know your Enemy, you must become your Enemy.","quote","Sun Tzu","","61f6492d"
"The greatest miracle is to be alive.","quote","Thich Nhat Hanh","","9b2b3e3e"
"Keep your face to the sunshine and you cannot see the shadows.","quote","Helen Keller","","12b36500"
"The way we feel is the direct result of what we think.","quote","Peter A. Cohen","","410dd7cc"
"Art is the signature of civilizations.","quote","Beverly Sills","","9b311242"
"What a liberation to realize that 'the voice in my head' is not who I am. Who am I then? The one who sees that.","quote","Eckhart Tolle","","39611327"
"Empty yourself of everything - let the mind become still.","quote","Lao Tzu","","97d097db"
"Jupiter is bigger than all the other planets in our solar system combined.","fact","djtech.net","","0dc8463c6a77846dc738be056ffa9c9b"
"The value of Pi will be officially ""rounded down"" to 3.14 from 3.14159265359 on December 31, 1999.","fact","djtech.net","","bc6cd4015b6b4d948163f35bc5570074"
"South Dakota is the only U.S state which shares no letters with the name of it`s capital","fact","djtech.net","","b2c7f6cd9240e38dd4d574d2697d74ff"
"In 1986 Congress & President Ronald Reagan signed Public Law 99-359, which changed Daylight Saving Time from the last Sunday in April to the first Sunday in April.  It was estimated to save the nation about 300,000 barrels of oil each year by adding most of the month April to D.S.T.","fact","djtech.net","","9fbb54b2da8115bf6d69bdafc5118bb2"
"80% of burglaries are committed by people aged 13-21.","fact","djtech.net","","bef941db2b20af9bf6d8b201444c4ac4"
"The first owner of the Marlboro company died of lung cancer.","fact","djtech.net","","d9869619a81ec3edefc1f55c531b5608"
"The penguin is the only bird that can’t fly but can swim.","fact","djtech.net","","ae1b4d94761ffb0036774b2963a30ab9"
"The average shelf-life of a latex condom is about two years.","fact","djtech.net","","0e6c15a43a73b18abc36bf2139ec3944"
"On average people fear spiders more than they do death.","fact","djtech.net","","6336369ae1782f56548e7a48f30fd2c3"
"The angel falls in Venezuela are nearly 20 times taller than Niagara Falls.","fact","djtech.net","","73f60990b135f813b6cd5a7fe5ab5fb0"
"WWII fighter pilots in the South Pacific armed their airplanes while stationed with .50 caliber machine gun ammo belts measuring 27 feet before being loaded into the fuselage. If the pilots fired all their ammo at a target, he went through ""the whole 9 yards"", hence the term.","fact","djtech.net","","7df7a31df2a9fe82eb58c08ba002f2bb"
"It is illegal to hunt camels in the state of Arizona.","fact","djtech.net","","58ce5dab7f78d74d7caecc21e4cdcbf6"
"More bullets were fired in `Starship Troopers` than any other movie ever made.","fact","djtech.net","","6dc7973af47b5a4d76d3a3e9f5afd54b"
"There are about 450 types of cheese in the world. 240 come from France.","fact","djtech.net","","978baaa71c77ce74ece40fa27039ea23"
"The ""save"" icon on Microsoft Word shows a floppy disk with the shutter on backwards.","fact","djtech.net","","13ce4f95fce6e6f0220c803c24cd2dfd"
"Bats always turn left when exiting a cave.","fact","djtech.net","","32d3e56d9d3f670a154363aab0b35d25"
"It’s estimated that at any one time around 0.7% of the world’s population is drunk.","fact","djtech.net","","aa723123eda19fbe5363ffea4c15e217"
"Los Angeles` full name `El Pueblo de Nuestra Senora la Reina de Los Angeles de Porciuncula` is reduced to 3.63% of its size in the abbreviation `L.A.`.","fact","djtech.net","","9dc6007de790ced736256364a22c0ec2"
"Americans on the average eat 18 acres of pizza every day.","fact","djtech.net","","e4b1f7757a3c015904e09bda182fa7a7"
"Firehouses have circular stairways originating from the old days when the engines were pulled by horses. The horses were stabled on the ground floor and figured out how to walk up straight staircases.","fact","djtech.net","","f90ddc6406d668a0b7c14a7c19eba803"
"Your stomach has to produce a new layer of mucus every 2 weeks otherwise it will digest itself.","fact","djtech.net","","5ad6f78d21d75b46bb4893d1ea870524"
"The three most recognized Western names in China are Jesus Christ, Richard Nixon, & Elvis Presley.","fact","djtech.net","","c84fa91a4c7bcfbbbe80c3cd178bd057"
"China has more English speakers than the United States.","fact","djtech.net","","dbaca7b9d02eae41dcebf7cd518fc2f5"
"Because metal was scarce, the Oscars given out during World War II were made of wood.","fact","djtech.net","","91c36c0612900b105a3ddcb7feca5f49"
"Camel’s have three eyelids.","fact","djtech.net","","0066021f34f09b6ba29f1fd3184d71cb"
"Spain leads the world in cork production","fact","djtech.net","","2df62299cafe6d8e84cc9bd27981a20e"
"You can't kill yourself by holding your breath","fact","djtech.net","","e2426d230b4a1343e4f724932ea5c309"
"Ancient Egyptian priests would pluck every hair from their bodies.","fact","djtech.net","","14ef91d30ebd891d922f52685318e7c7"
"There is a city called Rome on every continent.","fact","djtech.net","","65b30804fd08c75c6ee30e3152974975"
"Most lipstick contains fish scales!","fact","djtech.net","","7402a6038f379f7ff5f9e38c895841d7"
"0.3% of all road accidents in Canada involve a Moose.","fact","djtech.net","","73cb3a0d00ce7b22f3fa82a4fcd724f2"
"More people are afraid of open spaces (kenophobia) than of tight spaces (claustrophobia).","fact","djtech.net","","e1039067c0d5e99dfd105d5abba8d6fa"
"Dueling is legal in Paraguay as long as both parties are registered blood donors.","fact","djtech.net","","8bcb9b6b1d380574e833e12d1b0b10ed"
"By raising your legs slowly and lying on your back, you cannot sink into quicksand.","fact","djtech.net","","7bea7fecc1e2d9467607c83e888a71c2"
"40% of all people who come to a party in your home snoop in your medicine cabinet","fact","djtech.net","","0a4adc842d1c8d41b2164a9b86a0cc57"
"Cats have over one hundred vocal sounds; dogs only have about ten.","fact","djtech.net","","d185b9a5110d45d2d7c5f52e09e400cb"
"On average a hedgehog's heart beats 300 times a minute.","fact","djtech.net","","10ab2f4db440cc5a59b2398d690a3bd3"
"1,800 cigarettes are smoked per person each year in China.","fact","djtech.net","","eb50ea53c948452301be04eddf813010"
"There is a city in Norway called ""Hell""","fact","djtech.net","","c193cb00457a35942a9e4632e19d77de"
"Americans are responsible for about 1/5 of the world’s garbage annually.","fact","djtech.net","","84cb04286c0b619c89ca2221990b05c5"
"Switzerland is the only country with a square flag.","fact","djtech.net","","e33e52a1d4b8d7b265de6f606ee99683"
"One in fourteen women in America is a natural blonde. Only one in sixteen men is.","fact","djtech.net","","6fcf9f8eb563af7468215beb6619b72e"
"There are 1,575 steps from the ground floor to the top of the Empire State building.","fact","djtech.net","","38c20d44406abf1163c0d7d7e5028811"
"The Main Library at Indiana University sinks over an inch every year because when it was built, engineers failed to take into account the weight of all the books that would occupy the building.","fact","djtech.net","","e5ab712476d43f31e76bb1729af8d864"
"Jimmy Carter was the first U.S. President to be born in a hospital.","fact","djtech.net","","031697f291810a508ade3b25c2ece619"
"The name Wendy was made up for the book ""Peter Pan.""","fact","djtech.net","","1673a5a8f3a795144b4919d788a89a5c"
"An American urologist bought Napoleon’s penis for $40,000.","fact","djtech.net","","28f7e4972cef44d3aa0c6dc7583d6aa5"
"More people are killed each year from bees than from snakes.","fact","djtech.net","","1eb252ca30155cce030283bdd15b8c63"
"There are 293 ways to make change for a dollar.","fact","djtech.net","","28c716c301c959e26f66fc3a347edd45"
"Elvis had a twin brother named Garon, who died at birth, which is why Elvis middle name was Aron.","fact","djtech.net","","f1262a6504663a9975fa157add004061"
"Anne Boleyn, Queen Elizabeth I's mother, had six fingers on one hand.","fact","djtech.net","","5bce74e18fc24f56025128b2481ac92a"
"Only female mosquito’s` bite and most are attracted to the color blue twice as much as to any other color.","fact","djtech.net","","4818436c0ed00a79dd8ae899aac78717"
"Peanuts are one of the ingredients of dynamite.","fact","djtech.net","","0a7734461c2b6383f6b5b23f7a9b4a24"
"All of the clocks in the movie ""Pulp Fiction"" are stuck on 4:20.","fact","djtech.net","","6b1ede69019a5cb3e6a3a57104cb1d52"
"Steely Dan got their name from a sexual device depicted in the book `The Naked Lunch`.","fact","djtech.net","","38583dc74ede6858ca400242b81efd8d"
"The Ramses brand condom is named after the great pharoh Ramses II who fathered over 160 children.","fact","djtech.net","","22d7a37a952554c942edd1e5b608be71"
"The airplane Buddy Holly died in was the ""American Pie."" (Thus the name of the Don McLean song.)","fact","djtech.net","","d8ed6756b4a941d342f7371453fefba0"
